Country Name,Country Code,Indicator Name,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Slovenia,SVN,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11036,11036,11036,11036,11036,11036,11062,11062,11062,11100,11100,11100,11379,11410,11410,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406
Solomon Islands,SLB,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836,31836
Somalia,SOM,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8506,8506,8506,8506,8506,8506,8506,8506,8506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571,8260,8260,8260,8260,8260,8260,8260,8260,NA,NA,NA,NA,NA,NA,NA
South Africa,ZAF,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,15805,22389,22389,22389,22389,22389,22389,22389,22389,22389,22389,59318,59318,59318,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062,43062
South Sudan,SSD,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26475,26475,26475,26475,26475,26475,26475,26475
Spain,ESP,Constitution Length (words),4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,4699,8925,8925,8925,8925,8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22932,22932,22932,22932,22932,22932,22932,22932,22932,22932,22932,17603,17603,17603,17603,17603,17603,17603,17603,17603,17603,17603,17603,17603,17603,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608,17608
Sri Lanka,LKA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,14905,19067,19067,19067,19067,19067,19067,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085,40085
Sudan,SDN,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7363,7363,7363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2429,2429,10335,10335,10335,10335,10335,10335,10335,10335,10335,10335,10335,10335,9365,9365,9365,9365,NA,NA,NA,NA,NA,NA,NA,NA,NA,12682,12682,12682,12682,12682,12682,12682,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644
Suriname,SUR,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9959,9959,9959,9959,9959,NA,957,10060,10060,10060,10060,10060,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488,12488
Sweden,SWE,Constitution Length (words),10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,10637,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,17526,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635,13635
Switzerland,CHE,Constitution Length (words),7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,7764,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484,16484
Tajikistan,TJK,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917
Tanzania,TZA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17160,11210,11210,11210,13598,13598,13598,13598,13598,13598,13598,13598,13598,13598,13598,13598,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,25263,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651,35651
Thailand,THA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3137,3137,3137,3137,3137,3137,3137,3137,3137,3137,3137,3137,3137,3137,NA,NA,NA,10883,10883,10883,6216,6216,6216,6216,6216,6216,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,11027,11027,11027,NA,2115,2115,16125,16125,2564,2510,15035,15035,15035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21410,21410,21410,21410,21410,21410,40824,40824,40824,40824,40824,40824,40824,40824,40824,4603,44756,44756,44756,44756,44756,44756,44756,7683,7683,7683,44120,44120
Togo,TGO,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288,3263,3263,6027,6027,6027,6027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252,10252
Tonga,TON,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10192,NA,NA,NA,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192
Trinidad and Tobago,TTO,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24472,24472,24472,24547,24547,24547,25524,25524,25524,25524,25524,25524,25524,25524,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,36302,32492,32567,32567,32567,32567,32567,32567,32567,32567,32567,32567,32567,32567
Tunisia,TUN,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3794,3081,NA,NA,NA,NA,NA,NA,NA
Turkey,TUR,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,876,876,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4180,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727,29727
Turkmenistan,TKM,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,5976,5976,5976,5976,5976,5976,5976,5976,5976,5976,5976
Tuvalu,TUV,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20640,20640,20640,20640,20640,20640,20640,20640,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801,34801
Uganda,UGA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33909,33909,33909,33909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448,49448
Ukraine,UKR,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12493,12493,12692,12692,12692,12692,12692,18230,18230,18230,18230,18230,18230,18230,18230,19299,19299,19299,19299,19299,19299,19299,19299,19299,19299,19299,19299,19299,19299,19299
United Arab Emirates,ARE,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11326,11527,11527,11527,11527,11527,11527,11527,11527,11557,11557,11557,11557,11557,11557,11557,11557,11557,11557,11557,11557,11557,11557,11557
United Kingdom of Great Britain and Northern Ireland,GBR,Constitution Length (words),108047,108047,108047,108047,108047,108047,108047,108047,108047,108047,108047,109225,109225,109225,109225,109225,109225,109225,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,160918,132858,256608,256608,256608,256608,256608,256608,256608,256608,256608,256781,256781,256781,256781,256781,256781,256781,256781,256781,256781,256781,265281,265281,265281,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,279869,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408,54408
United States of America,USA,Constitution Length (words),6098,6098,6098,6098,6098,6098,6098,6098,6098,6098,6098,6098,6098,6266,6266,6266,6266,6266,6266,6379,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,7079,7079,7079,7079,7079,7079,7079,7079,7079,7079,7210,7210,7210,7285,7285,7285,7683,7683,7683,7683,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7735,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762,7762
Uruguay,URY,Constitution Length (words),11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,8658,8658,8658,8658,8658,8658,8658,8658,8658,8658,8658,8658,8658,8658,8658,NA,18176,18176,18176,18176,18176,18176,18176,18176,19592,19592,19592,19592,19592,19592,19592,19592,19592,19592,24153,24153,24153,24153,24153,24153,24153,24153,24153,24153,24153,24153,24153,24153,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,25227,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911,29911
Uzbekistan,UZB,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941,7941
Vanuatu,VUT,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8374,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425,8425
Viet Nam,VNM,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,11409,11409,11409,11409,11409,11409,11409,11409,11409,11409,11409,11409,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344,11344
Zambia,ZMB,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32052,32052,32052,32052,32052,32052,32052,32052,32052,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,33909,29353,29353,29353,29353,29353,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696
Zimbabwe,ZWE,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32063,32063,32063,32063,26981,26981,26981,26981,26981,26981,26981,26981,26981,26981,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,39976,55883,55883,55883,55883,55883,55883
Bahamas,BHS,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13869,NA,13869,NA,13869,13869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869,13869
Cabo Verde,CPV,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5845,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,29314,29314,29314,29314,29314,29314,29314,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132,32132
Congo,COG,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4241,4241,4974,4974,4974,4974,4974,4974,3252,3252,3252,3252,4456,4456,4456,4456,NA,NA,5076,5076,5076,5076,5076,5076,5076,5076,5076,5076,5076,5076,NA,10949,10949,10949,10949,10949,10949,10949,10949,10949,9970,9970,9970,9970,9970,9970,9970,9970,9970,9970,9970,9970,9970,9970,13633,13633,13633,13633
